customerid,lifetime_value,total_orders,customer_life_days,customer_percentile,revenue_contribution_pct,segment
14145,3742.2,5,170,9.47,60.5,Top 20% (Core Revenue)
13552,3740.07,16,249,9.5,60.54,Top 20% (Core Revenue)
16570,3738.4,15,351,9.52,60.58,Top 20% (Core Revenue)
12502,3723.87,5,214,9.54,60.62,Top 20% (Core Revenue)
12647,3722.82,13,346,9.57,60.66,Top 20% (Core Revenue)
13680,3719.12,5,337,9.59,60.71,Top 20% (Core Revenue)
17238,3719.1,17,368,9.61,60.75,Top 20% (Core Revenue)
16240,3718.8,5,69,9.64,60.79,Top 20% (Core Revenue)
14364,3717.35,8,102,9.66,60.83,Top 20% (Core Revenue)
15845,3711.77,10,319,9.68,60.87,Top 20% (Core Revenue)
15622,3709.56,16,279,9.7,60.91,Top 20% (Core Revenue)
17819,3704.87,8,299,9.73,60.96,Top 20% (Core Revenue)
15379,3703.29,8,189,9.75,61,Top 20% (Core Revenue)
14282,3701.44,15,364,9.77,61.04,Top 20% (Core Revenue)
12553,3692.28,14,321,9.8,61.08,Top 20% (Core Revenue)
16253,3683.86,3,223,9.82,61.12,Top 20% (Core Revenue)
13148,3683.26,17,335,9.84,61.16,Top 20% (Core Revenue)
15581,3675.77,14,245,9.87,61.21,Top 20% (Core Revenue)
15296,3672.86,10,282,9.89,61.25,Top 20% (Core Revenue)
16904,3653.75,16,362,9.91,61.29,Top 20% (Core Revenue)
15808,3651.27,5,63,9.94,61.33,Top 20% (Core Revenue)
12417,3649.1,12,354,9.96,61.37,Top 20% (Core Revenue)
13426,3641.32,12,358,9.98,61.41,Top 20% (Core Revenue)
12619,3641.24,13,237,10,61.45,Top 20% (Core Revenue)
16440,3640.67,5,206,10.03,61.49,Top 20% (Core Revenue)
13381,3639.31,7,277,10.05,61.53,Top 20% (Core Revenue)
17230,3638.41,11,95,10.07,61.57,Top 20% (Core Revenue)
17528,3628.5,11,70,10.1,61.62,Top 20% (Core Revenue)
13327,3627.77,9,326,10.12,61.66,Top 20% (Core Revenue)
13520,3624.35,8,312,10.14,61.7,Top 20% (Core Revenue)
13082,3613.63,10,212,10.17,61.74,Top 20% (Core Revenue)
18079,3613.15,4,193,10.19,61.78,Top 20% (Core Revenue)
16712,3611.31,11,266,10.21,61.82,Top 20% (Core Revenue)
15505,3610.96,7,102,10.24,61.86,Top 20% (Core Revenue)
13137,3603.29,9,298,10.26,61.9,Top 20% (Core Revenue)
14543,3599.73,21,360,10.28,61.94,Top 20% (Core Revenue)
15484,3590.41,5,77,10.3,61.98,Top 20% (Core Revenue)
14132,3586.03,12,181,10.33,62.02,Top 20% (Core Revenue)
16242,3579.86,8,268,10.35,62.06,Top 20% (Core Revenue)
17576,3564.83,22,357,10.37,62.1,Top 20% (Core Revenue)
14040,3560.32,15,290,10.4,62.14,Top 20% (Core Revenue)
17203,3560.08,6,24,10.42,62.18,Top 20% (Core Revenue)
17491,3558.87,11,366,10.44,62.22,Top 20% (Core Revenue)
15544,3546.71,11,363,10.47,62.26,Top 20% (Core Revenue)
14503,3543.26,6,175,10.49,62.3,Top 20% (Core Revenue)
12370,3541.94,4,309,10.51,62.34,Top 20% (Core Revenue)
13448,3534.69,10,357,10.53,62.38,Top 20% (Core Revenue)
12454,3528.34,2,2,10.56,62.42,Top 20% (Core Revenue)
17160,3518.03,6,210,10.58,62.46,Top 20% (Core Revenue)
13953,3515.68,7,345,10.6,62.5,Top 20% (Core Revenue)
15113,3509.43,4,44,10.63,62.54,Top 20% (Core Revenue)
16131,3506.54,6,188,10.65,62.58,Top 20% (Core Revenue)
13334,3502.32,3,223,10.67,62.62,Top 20% (Core Revenue)
14907,3501.1,10,364,10.7,62.66,Top 20% (Core Revenue)
16458,3482.74,18,357,10.72,62.7,Top 20% (Core Revenue)
14395,3479.91,12,369,10.74,62.74,Top 20% (Core Revenue)
13993,3466.36,12,298,10.77,62.78,Top 20% (Core Revenue)
13014,3466.28,16,278,10.79,62.81,Top 20% (Core Revenue)
15410,3450.84,8,177,10.81,62.85,Top 20% (Core Revenue)
16360,3450.41,8,83,10.83,62.89,Top 20% (Core Revenue)
15129,3447.4,11,241,10.86,62.93,Top 20% (Core Revenue)
13536,3444.39,7,74,10.88,62.97,Top 20% (Core Revenue)
15974,3442.15,8,249,10.9,63.01,Top 20% (Core Revenue)
17725,3439.08,14,250,10.93,63.05,Top 20% (Core Revenue)
15676,3435.76,5,274,10.95,63.09,Top 20% (Core Revenue)
14221,3432.8,10,296,10.97,63.12,Top 20% (Core Revenue)
12406,3415.3,3,161,11,63.16,Top 20% (Core Revenue)
15981,3408.48,8,286,11.02,63.2,Top 20% (Core Revenue)
17758,3408.2,8,230,11.04,63.24,Top 20% (Core Revenue)
13437,3408.06,7,175,11.07,63.28,Top 20% (Core Revenue)
17669,3406.72,7,206,11.09,63.32,Top 20% (Core Revenue)
13198,3401.24,8,351,11.11,63.35,Top 20% (Core Revenue)
15228,3386.71,5,228,11.13,63.39,Top 20% (Core Revenue)
13842,3385.62,9,308,11.16,63.43,Top 20% (Core Revenue)
16011,3352.96,16,357,11.18,63.47,Top 20% (Core Revenue)
14227,3350.96,15,258,11.2,63.51,Top 20% (Core Revenue)
16818,3349.57,13,194,11.23,63.54,Top 20% (Core Revenue)
16607,3347.71,16,341,11.25,63.58,Top 20% (Core Revenue)
17183,3347.31,8,97,11.27,63.62,Top 20% (Core Revenue)
12643,3344.64,6,204,11.3,63.66,Top 20% (Core Revenue)
12613,3344.38,6,230,11.32,63.69,Top 20% (Core Revenue)
13015,3339.64,5,195,11.34,63.73,Top 20% (Core Revenue)
12594,3338.22,11,285,11.36,63.77,Top 20% (Core Revenue)
16556,3313.79,7,293,11.39,63.81,Top 20% (Core Revenue)
13373,3312.25,3,215,11.41,63.84,Top 20% (Core Revenue)
14841,3295.76,6,305,11.43,63.88,Top 20% (Core Revenue)
15632,3285.31,10,259,11.46,63.92,Top 20% (Core Revenue)
12480,3281.63,4,307,11.48,63.96,Top 20% (Core Revenue)
15764,3279.97,10,195,11.5,63.99,Top 20% (Core Revenue)
17723,3276.4,6,87,11.53,64.03,Top 20% (Core Revenue)
14702,3251.79,18,364,11.55,64.07,Top 20% (Core Revenue)
13952,3251.07,3,27,11.57,64.1,Top 20% (Core Revenue)
13047,3237.54,18,342,11.6,64.14,Top 20% (Core Revenue)
15708,3235.25,11,329,11.62,64.18,Top 20% (Core Revenue)
14175,3222.3,7,278,11.64,64.21,Top 20% (Core Revenue)
13880,3219.77,13,345,11.66,64.25,Top 20% (Core Revenue)
15443,3213.59,8,318,11.69,64.28,Top 20% (Core Revenue)
14388,3212.84,10,364,11.71,64.32,Top 20% (Core Revenue)
16107,3204.16,7,165,11.73,64.36,Top 20% (Core Revenue)
13868,3192.54,2,31,11.76,64.39,Top 20% (Core Revenue)
13758,3190.55,7,361,11.78,64.43,Top 20% (Core Revenue)
14844,3189.81,4,177,11.8,64.46,Top 20% (Core Revenue)
17220,3187.55,14,339,11.83,64.5,Top 20% (Core Revenue)
17050,3185.64,6,203,11.85,64.54,Top 20% (Core Revenue)
12456,3181.04,4,210,11.87,64.57,Top 20% (Core Revenue)
17672,3178.17,4,265,11.89,64.61,Top 20% (Core Revenue)
13268,3174.75,15,249,11.92,64.64,Top 20% (Core Revenue)
16837,3170.98,12,214,11.94,64.68,Top 20% (Core Revenue)
16041,3166.4,3,110,11.96,64.71,Top 20% (Core Revenue)
17863,3160,6,310,11.99,64.75,Top 20% (Core Revenue)
15065,3158.13,6,253,12.01,64.78,Top 20% (Core Revenue)
17685,3155.83,7,355,12.03,64.82,Top 20% (Core Revenue)
15861,3146.92,9,254,12.06,64.86,Top 20% (Core Revenue)
14235,3144.86,6,250,12.08,64.89,Top 20% (Core Revenue)
17231,3124.72,14,349,12.1,64.93,Top 20% (Core Revenue)
13685,3119.44,7,57,12.13,64.96,Top 20% (Core Revenue)
16678,3109.99,17,280,12.15,65,Top 20% (Core Revenue)
13742,3107.87,14,303,12.17,65.03,Top 20% (Core Revenue)
14099,3104.17,12,338,12.19,65.07,Top 20% (Core Revenue)
15491,3100.09,7,140,12.22,65.1,Top 20% (Core Revenue)
14257,3099.72,6,267,12.24,65.14,Top 20% (Core Revenue)
14565,3099.12,6,265,12.26,65.17,Top 20% (Core Revenue)
13135,3096,1,0,12.29,65.21,Top 20% (Core Revenue)
16156,3092.04,13,302,12.31,65.24,Top 20% (Core Revenue)
13362,3090.74,5,284,12.33,65.28,Top 20% (Core Revenue)
16218,3084.68,8,343,12.36,65.31,Top 20% (Core Revenue)
13869,3083.65,4,233,12.38,65.34,Top 20% (Core Revenue)
17059,3080.39,5,339,12.4,65.38,Top 20% (Core Revenue)
15998,3080.22,6,325,12.43,65.41,Top 20% (Core Revenue)
18272,3078.58,7,244,12.45,65.45,Top 20% (Core Revenue)
12910,3075.04,8,218,12.47,65.48,Top 20% (Core Revenue)
13631,3070.42,12,167,12.49,65.52,Top 20% (Core Revenue)
16940,3049.88,3,237,12.52,65.55,Top 20% (Core Revenue)
16393,3040.96,20,366,12.54,65.59,Top 20% (Core Revenue)
16326,3039.22,15,328,12.56,65.62,Top 20% (Core Revenue)
17799,3039.17,11,339,12.59,65.65,Top 20% (Core Revenue)
16905,3037.6,8,366,12.61,65.69,Top 20% (Core Revenue)
16709,3029.87,5,197,12.63,65.72,Top 20% (Core Revenue)
12598,3023.08,9,275,12.66,65.76,Top 20% (Core Revenue)
12395,3018.63,15,355,12.68,65.79,Top 20% (Core Revenue)
18094,3017.3,7,210,12.7,65.83,Top 20% (Core Revenue)
14456,3017.28,14,137,12.72,65.86,Top 20% (Core Revenue)
12754,3010.74,5,72,12.75,65.89,Top 20% (Core Revenue)
15521,3000.2,13,218,12.77,65.93,Top 20% (Core Revenue)
17659,2999.46,14,368,12.79,65.96,Top 20% (Core Revenue)
17504,2997.03,10,116,12.82,65.99,Top 20% (Core Revenue)
12670,2996.05,6,222,12.84,66.03,Top 20% (Core Revenue)
14307,2995.72,6,284,12.86,66.06,Top 20% (Core Revenue)
15687,2993.1,11,321,12.89,66.1,Top 20% (Core Revenue)
14639,2984.49,8,309,12.91,66.13,Top 20% (Core Revenue)
14032,2975.59,18,364,12.93,66.16,Top 20% (Core Revenue)
15854,2969.12,12,357,12.96,66.2,Top 20% (Core Revenue)
16497,2965.69,6,283,12.98,66.23,Top 20% (Core Revenue)
17924,2962.5,13,372,13,66.26,Top 20% (Core Revenue)
16686,2959.88,9,307,13.02,66.3,Top 20% (Core Revenue)
14868,2953.59,9,230,13.05,66.33,Top 20% (Core Revenue)
12916,2944.95,5,181,13.07,66.36,Top 20% (Core Revenue)
17444,2940.04,3,25,13.09,66.4,Top 20% (Core Revenue)
16316,2938.91,12,293,13.12,66.43,Top 20% (Core Revenue)
17512,2924.99,11,272,13.14,66.46,Top 20% (Core Revenue)
15606,2920.16,11,267,13.16,66.49,Top 20% (Core Revenue)
12906,2919.81,5,66,13.19,66.53,Top 20% (Core Revenue)
14112,2915.15,12,253,13.21,66.56,Top 20% (Core Revenue)
12438,2906.85,2,125,13.23,66.59,Top 20% (Core Revenue)
13451,2898.26,6,308,13.25,66.63,Top 20% (Core Revenue)
17644,2895.64,17,320,13.28,66.66,Top 20% (Core Revenue)
18144,2888.75,12,365,13.3,66.69,Top 20% (Core Revenue)
12408,2888.55,9,227,13.32,66.72,Top 20% (Core Revenue)
13735,2883.54,8,209,13.35,66.76,Top 20% (Core Revenue)
16633,2883.1,7,216,13.37,66.79,Top 20% (Core Revenue)
14251,2879.7,5,55,13.39,66.82,Top 20% (Core Revenue)
17728,2876.01,5,82,13.42,66.85,Top 20% (Core Revenue)
14005,2874.72,5,206,13.44,66.88,Top 20% (Core Revenue)
15628,2870.24,10,362,13.46,66.92,Top 20% (Core Revenue)
13901,2867.2,5,246,13.49,66.95,Top 20% (Core Revenue)
12685,2863.08,6,65,13.51,66.98,Top 20% (Core Revenue)
14530,2862.11,6,270,13.53,67.01,Top 20% (Core Revenue)
18145,2861.55,4,299,13.55,67.05,Top 20% (Core Revenue)
14535,2854.84,4,189,13.58,67.08,Top 20% (Core Revenue)
14711,2839.62,12,252,13.6,67.11,Top 20% (Core Revenue)
14852,2836.69,6,193,13.62,67.14,Top 20% (Core Revenue)
14842,2824.69,8,272,13.65,67.17,Top 20% (Core Revenue)
16928,2814.7,19,292,13.67,67.21,Top 20% (Core Revenue)
16871,2812.34,7,248,13.69,67.24,Top 20% (Core Revenue)
12356,2811.43,3,302,13.72,67.27,Top 20% (Core Revenue)
18230,2810.2,10,355,13.74,67.3,Top 20% (Core Revenue)
17596,2806.69,7,345,13.76,67.33,Top 20% (Core Revenue)
14572,2804.54,10,320,13.79,67.36,Top 20% (Core Revenue)
16081,2799.42,5,310,13.81,67.39,Top 20% (Core Revenue)
13769,2796.51,16,365,13.83,67.43,Top 20% (Core Revenue)
14903,2795.33,10,257,13.85,67.46,Top 20% (Core Revenue)
12578,2794.51,4,317,13.88,67.49,Top 20% (Core Revenue)
12758,2791.59,2,159,13.9,67.52,Top 20% (Core Revenue)
17739,2791.35,8,348,13.92,67.55,Top 20% (Core Revenue)
14626,2791.27,7,224,13.95,67.58,Top 20% (Core Revenue)
16764,2790.95,18,139,13.97,67.61,Top 20% (Core Revenue)
17213,2781.23,11,326,13.99,67.65,Top 20% (Core Revenue)
12388,2780.66,6,311,14.02,67.68,Top 20% (Core Revenue)
15984,2780.63,11,365,14.04,67.71,Top 20% (Core Revenue)
14121,2780.15,6,56,14.06,67.74,Top 20% (Core Revenue)
15993,2777.67,10,35,14.08,67.77,Top 20% (Core Revenue)
13870,2770.94,10,285,14.11,67.8,Top 20% (Core Revenue)
15114,2760.56,10,271,14.13,67.83,Top 20% (Core Revenue)
13971,2758.26,11,276,14.15,67.86,Top 20% (Core Revenue)
13230,2755.63,15,360,14.18,67.9,Top 20% (Core Revenue)
15321,2748.31,4,242,14.2,67.93,Top 20% (Core Revenue)
17084,2747.99,2,0,14.22,67.96,Top 20% (Core Revenue)
12669,2744.03,4,105,14.25,67.99,Top 20% (Core Revenue)
13174,2742.82,3,352,14.27,68.02,Top 20% (Core Revenue)
14854,2740.03,8,196,14.29,68.05,Top 20% (Core Revenue)
16003,2735.37,5,329,14.32,68.08,Top 20% (Core Revenue)
12840,2726.77,6,82,14.34,68.11,Top 20% (Core Revenue)
15673,2726.23,4,238,14.36,68.14,Top 20% (Core Revenue)
12380,2724.81,5,164,14.38,68.17,Top 20% (Core Revenue)
17838,2720.8,6,345,14.41,68.2,Top 20% (Core Revenue)
14125,2720.63,3,67,14.43,68.23,Top 20% (Core Revenue)
14808,2718.6,15,132,14.45,68.26,Top 20% (Core Revenue)
15356,2718.03,10,336,14.48,68.3,Top 20% (Core Revenue)
12708,2712.91,16,338,14.5,68.33,Top 20% (Core Revenue)
16938,2711.68,5,300,14.52,68.36,Top 20% (Core Revenue)
15696,2711.11,12,293,14.55,68.39,Top 20% (Core Revenue)
17069,2709.7,13,345,14.57,68.42,Top 20% (Core Revenue)
13285,2709.12,4,266,14.59,68.45,Top 20% (Core Revenue)
15796,2708.61,10,301,14.62,68.48,Top 20% (Core Revenue)
13654,2707.33,6,230,14.64,68.51,Top 20% (Core Revenue)
14107,2703.23,8,312,14.66,68.54,Top 20% (Core Revenue)
14732,2702.49,10,330,14.68,68.57,Top 20% (Core Revenue)
17386,2686.42,6,157,14.71,68.6,Top 20% (Core Revenue)
12625,2683.82,3,107,14.73,68.63,Top 20% (Core Revenue)
13883,2674.48,9,325,14.75,68.66,Top 20% (Core Revenue)
18097,2662.4,7,346,14.78,68.69,Top 20% (Core Revenue)
14713,2662.2,12,355,14.8,68.72,Top 20% (Core Revenue)
12360,2662.06,3,148,14.82,68.75,Top 20% (Core Revenue)
14439,2661.24,1,0,14.85,68.78,Top 20% (Core Revenue)
15671,2657.13,10,252,14.87,68.81,Top 20% (Core Revenue)
12721,2656.13,7,334,14.89,68.84,Top 20% (Core Revenue)
13851,2651.46,3,192,14.91,68.87,Top 20% (Core Revenue)
16618,2647.59,6,291,14.94,68.9,Top 20% (Core Revenue)
13658,2639.17,7,194,14.96,68.93,Top 20% (Core Revenue)
17655,2638.94,8,355,14.98,68.96,Top 20% (Core Revenue)
13771,2634.45,5,182,15.01,68.99,Top 20% (Core Revenue)
12520,2634.26,6,194,15.03,69.02,Top 20% (Core Revenue)
17402,2633.85,13,364,15.05,69.05,Top 20% (Core Revenue)
18260,2628.35,8,185,15.08,69.08,Top 20% (Core Revenue)
15752,2626.6,8,333,15.1,69.11,Top 20% (Core Revenue)
13422,2626.3,2,13,15.12,69.14,Top 20% (Core Revenue)
13644,2624.26,5,96,15.15,69.17,Top 20% (Core Revenue)
17346,2622.88,16,369,15.17,69.2,Top 20% (Core Revenue)
18210,2621.38,6,265,15.19,69.22,Top 20% (Core Revenue)
16255,2619.91,10,348,15.21,69.25,Top 20% (Core Revenue)
14262,2618.23,8,232,15.24,69.28,Top 20% (Core Revenue)
13021,2616.38,12,361,15.26,69.31,Top 20% (Core Revenue)
15782,2614.74,4,79,15.28,69.34,Top 20% (Core Revenue)
14397,2612.96,23,212,15.31,69.37,Top 20% (Core Revenue)
18075,2611.75,14,337,15.33,69.4,Top 20% (Core Revenue)
12836,2610.36,4,252,15.35,69.43,Top 20% (Core Revenue)
12726,2609.1,7,329,15.38,69.46,Top 20% (Core Revenue)
13136,2607.61,11,315,15.4,69.49,Top 20% (Core Revenue)
13983,2603.43,13,337,15.42,69.52,Top 20% (Core Revenue)
17317,2600.34,5,43,15.44,69.55,Top 20% (Core Revenue)
17965,2599.19,14,331,15.47,69.58,Top 20% (Core Revenue)
12600,2599.04,11,342,15.49,69.61,Top 20% (Core Revenue)
14408,2599.03,7,253,15.51,69.64,Top 20% (Core Revenue)
13895,2593.07,5,143,15.54,69.66,Top 20% (Core Revenue)
16919,2592.25,11,212,15.56,69.69,Top 20% (Core Revenue)
16241,2590.31,13,360,15.58,69.72,Top 20% (Core Revenue)
14243,2588.77,14,357,15.61,69.75,Top 20% (Core Revenue)
13804,2588.39,7,259,15.63,69.78,Top 20% (Core Revenue)
18077,2584.41,11,358,15.65,69.81,Top 20% (Core Revenue)
13911,2580.91,9,251,15.68,69.84,Top 20% (Core Revenue)
14546,2573.93,9,244,15.7,69.87,Top 20% (Core Revenue)
18245,2567.06,8,347,15.72,69.9,Top 20% (Core Revenue)
15485,2564.5,3,343,15.74,69.93,Top 20% (Core Revenue)
16308,2560,4,223,15.77,69.95,Top 20% (Core Revenue)
15033,2557.18,11,324,15.79,69.98,Top 20% (Core Revenue)
16912,2555.58,14,300,15.81,70.01,Top 20% (Core Revenue)
14334,2552.21,9,341,15.84,70.04,Top 20% (Core Revenue)
14676,2548.24,8,269,15.86,70.07,Top 20% (Core Revenue)
14776,2538.3,13,261,15.88,70.1,Top 20% (Core Revenue)
17700,2534.64,6,348,15.91,70.13,Top 20% (Core Revenue)
15572,2533.42,7,273,15.93,70.16,Top 20% (Core Revenue)
14659,2529.93,12,306,15.95,70.18,Top 20% (Core Revenue)
17314,2527.92,11,287,15.98,70.21,Top 20% (Core Revenue)
14701,2526.09,12,305,16,70.24,Top 20% (Core Revenue)
13394,2520.02,10,308,16.02,70.27,Top 20% (Core Revenue)
17449,2519.21,8,357,16.04,70.3,Top 20% (Core Revenue)
15245,2515.84,3,127,16.07,70.33,Top 20% (Core Revenue)
13344,2511.69,3,209,16.09,70.35,Top 20% (Core Revenue)
12352,2506.04,11,260,16.11,70.38,Top 20% (Core Revenue)
13695,2504.13,15,228,16.14,70.41,Top 20% (Core Revenue)
13471,2501.84,4,46,16.16,70.44,Top 20% (Core Revenue)
15932,2495.87,11,285,16.18,70.47,Top 20% (Core Revenue)
16477,2494.46,7,307,16.21,70.49,Top 20% (Core Revenue)
15271,2493.34,16,358,16.23,70.52,Top 20% (Core Revenue)
12483,2484.98,13,322,16.25,70.55,Top 20% (Core Revenue)
12913,2483.63,5,363,16.27,70.58,Top 20% (Core Revenue)
12517,2481.6,6,161,16.3,70.61,Top 20% (Core Revenue)
14315,2481.13,7,245,16.32,70.63,Top 20% (Core Revenue)
13507,2479.16,4,142,16.34,70.66,Top 20% (Core Revenue)
13588,2478.95,13,239,16.37,70.69,Top 20% (Core Revenue)
17682,2474.33,7,358,16.39,70.72,Top 20% (Core Revenue)
17188,2474.23,9,351,16.41,70.75,Top 20% (Core Revenue)
14766,2473.37,8,364,16.44,70.77,Top 20% (Core Revenue)
16710,2467.99,10,349,16.46,70.8,Top 20% (Core Revenue)
17164,2467.35,8,240,16.48,70.83,Top 20% (Core Revenue)
12455,2466.86,6,223,16.51,70.86,Top 20% (Core Revenue)
17131,2463.17,5,70,16.53,70.88,Top 20% (Core Revenue)
15750,2463.05,9,364,16.55,70.91,Top 20% (Core Revenue)
13784,2462.79,11,322,16.57,70.94,Top 20% (Core Revenue)
13975,2461.24,7,245,16.6,70.97,Top 20% (Core Revenue)
15674,2446.6,8,181,16.62,71,Top 20% (Core Revenue)
14163,2445.91,4,151,16.64,71.02,Top 20% (Core Revenue)
14502,2429.83,14,293,16.67,71.05,Top 20% (Core Revenue)
17071,2429.03,14,301,16.69,71.08,Top 20% (Core Revenue)
15527,2428.53,10,335,16.71,71.11,Top 20% (Core Revenue)
13949,2427.32,6,91,16.74,71.13,Top 20% (Core Revenue)
16143,2424.94,7,365,16.76,71.16,Top 20% (Core Revenue)
17722,2424.04,6,270,16.78,71.19,Top 20% (Core Revenue)
15089,2420.84,6,118,16.8,71.21,Top 20% (Core Revenue)
15373,2415.91,13,363,16.83,71.24,Top 20% (Core Revenue)
12397,2409.9,2,99,16.85,71.27,Top 20% (Core Revenue)
17589,2404.17,4,180,16.87,71.3,Top 20% (Core Revenue)
15980,2398.86,3,165,16.9,71.32,Top 20% (Core Revenue)
18065,2392.83,15,358,16.92,71.35,Top 20% (Core Revenue)
13141,2388.75,6,230,16.94,71.38,Top 20% (Core Revenue)
15370,2386.05,8,291,16.97,71.4,Top 20% (Core Revenue)
14493,2383.24,7,147,16.99,71.43,Top 20% (Core Revenue)
14239,2380.85,13,272,17.01,71.46,Top 20% (Core Revenue)
15270,2379.49,9,294,17.04,71.48,Top 20% (Core Revenue)
13722,2375.41,4,162,17.06,71.51,Top 20% (Core Revenue)
17434,2373.82,9,82,17.08,71.54,Top 20% (Core Revenue)
13908,2369.55,5,196,17.1,71.56,Top 20% (Core Revenue)
17530,2367.12,10,363,17.13,71.59,Top 20% (Core Revenue)
15755,2364.25,8,293,17.15,71.62,Top 20% (Core Revenue)
12457,2363.23,12,180,17.17,71.64,Top 20% (Core Revenue)
14930,2362.96,3,165,17.2,71.67,Top 20% (Core Revenue)
14030,2358.84,8,348,17.22,71.7,Top 20% (Core Revenue)
17634,2358.59,9,301,17.24,71.72,Top 20% (Core Revenue)
14440,2357.68,5,357,17.27,71.75,Top 20% (Core Revenue)
15140,2354.25,8,211,17.29,71.78,Top 20% (Core Revenue)
14309,2352.53,10,350,17.31,71.8,Top 20% (Core Revenue)
12704,2340.84,10,162,17.34,71.83,Top 20% (Core Revenue)
18259,2338.6,3,341,17.36,71.86,Top 20% (Core Revenue)
12584,2338.15,18,276,17.38,71.88,Top 20% (Core Revenue)
18257,2337.63,12,256,17.4,71.91,Top 20% (Core Revenue)
15281,2332.15,12,274,17.43,71.93,Top 20% (Core Revenue)
12782,2330.92,6,352,17.45,71.96,Top 20% (Core Revenue)
15785,2328.97,8,265,17.47,71.99,Top 20% (Core Revenue)
17313,2328.84,2,13,17.5,72.01,Top 20% (Core Revenue)
17744,2322.4,7,354,17.52,72.04,Top 20% (Core Revenue)
17211,2317.22,9,342,17.54,72.06,Top 20% (Core Revenue)
14290,2314.65,6,350,17.57,72.09,Top 20% (Core Revenue)
15365,2314.32,9,289,17.59,72.12,Top 20% (Core Revenue)
17954,2314.13,16,365,17.61,72.14,Top 20% (Core Revenue)
13704,2308.06,10,83,17.63,72.17,Top 20% (Core Revenue)
15288,2306.52,5,322,17.66,72.2,Top 20% (Core Revenue)
16550,2298.97,9,259,17.68,72.22,Top 20% (Core Revenue)
15105,2298.93,7,116,17.7,72.25,Top 20% (Core Revenue)
13115,2294.78,14,357,17.73,72.27,Top 20% (Core Revenue)
15704,2293.62,4,75,17.75,72.3,Top 20% (Core Revenue)
12615,2291.19,4,166,17.77,72.32,Top 20% (Core Revenue)
17696,2285.71,14,326,17.8,72.35,Top 20% (Core Revenue)
12684,2283.63,7,205,17.82,72.38,Top 20% (Core Revenue)
14554,2279.49,4,42,17.84,72.4,Top 20% (Core Revenue)
13994,2274.14,6,144,17.87,72.43,Top 20% (Core Revenue)
13317,2273.68,9,294,17.89,72.45,Top 20% (Core Revenue)
14466,2272.4,7,343,17.91,72.48,Top 20% (Core Revenue)
16782,2267.95,19,357,17.93,72.5,Top 20% (Core Revenue)
16057,2263.12,10,280,17.96,72.53,Top 20% (Core Revenue)
16209,2262.62,5,157,17.98,72.55,Top 20% (Core Revenue)
16293,2248.99,12,358,18,72.58,Top 20% (Core Revenue)
13700,2248.63,10,300,18.03,72.61,Top 20% (Core Revenue)
17442,2248.56,10,335,18.05,72.63,Top 20% (Core Revenue)
14432,2248.5,6,79,18.07,72.66,Top 20% (Core Revenue)
15235,2247.51,12,155,18.1,72.68,Top 20% (Core Revenue)
16735,2247.41,7,255,18.12,72.71,Top 20% (Core Revenue)
16771,2242.61,5,304,18.14,72.73,Top 20% (Core Revenue)
13527,2242.36,8,293,18.17,72.76,Top 20% (Core Revenue)
14211,2241.1,13,241,18.19,72.78,Top 20% (Core Revenue)
14560,2237.77,24,350,18.21,72.81,Top 20% (Core Revenue)
16076,2234.73,11,205,18.23,72.83,Top 20% (Core Revenue)
18242,2232.49,4,141,18.26,72.86,Top 20% (Core Revenue)
12783,2225.91,8,73,18.28,72.88,Top 20% (Core Revenue)
13365,2225.37,3,208,18.3,72.91,Top 20% (Core Revenue)
15834,2225.15,6,301,18.33,72.93,Top 20% (Core Revenue)
15665,2222.21,2,74,18.35,72.96,Top 20% (Core Revenue)
14825,2221.01,12,364,18.37,72.98,Top 20% (Core Revenue)
15811,2218.62,9,348,18.4,73.01,Top 20% (Core Revenue)
12876,2218.02,2,138,18.42,73.03,Top 20% (Core Revenue)
14226,2214.79,7,240,18.44,73.06,Top 20% (Core Revenue)
16743,2213.13,8,329,18.46,73.08,Top 20% (Core Revenue)
15722,2211.21,6,254,18.49,73.11,Top 20% (Core Revenue)
12653,2209.85,2,147,18.51,73.13,Top 20% (Core Revenue)
13862,2209.36,10,314,18.53,73.16,Top 20% (Core Revenue)
15797,2207.4,4,206,18.56,73.18,Top 20% (Core Revenue)
15179,2206.95,7,345,18.58,73.21,Top 20% (Core Revenue)
